"","name","itemLevel","upgradeLvl","bind","hand","type","damageLow","damageHigh","speed","dps","orOption","agility","critStrike","haste","intellect","mastery","stamina","strength","versatility","durability","reqLvl","sellPriceGold","sellPriceSilver","sellPriceCopper","side","expansion","patchNum"
"9013","Illidari Warglaive","665",NA,"Binds when picked up","One-Hand","Warglaive","650","1029","2.60","323.05",NA,"99","67","67",NA,NA,"149",NA,NA,"85",NA,NA,NA,"1",NA,"Legion","7.0.3"
"9014","Armsmaster's Greataxe","690",NA,"Binds when picked up","Two-Hand","Axe","1226","2548","3.60","524.31",NA,NA,"278",NA,NA,"111","438","292",NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9015","Packmaster's Rifle","690",NA,"Binds when picked up","Ranged","Gun","1101","2045","3.00","524.36",NA,"292","278","111",NA,NA,"438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9016","Marksman's Recurve Bow","690",NA,"Binds when picked up","Ranged","Gun","1101","2045","3.00","524.36",NA,"292","278","111",NA,NA,"438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9017","Justicar's Hammer","690",NA,"Binds when picked up","One-Hand","Mace","463","596","2.60","203.74",NA,NA,NA,"48","1,718","119","188",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9018","Warhammer of Retribution","690",NA,"Binds when picked up","Two-Hand","Mace","1651","2124","3.60","524.41",NA,NA,"278",NA,NA,"111","438","292",NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9019","Survivalist's Hunting Spear","690",NA,"Binds when picked up","Two-Hand","Polearm","1321","2454","3.60","524.36",NA,"292","278",NA,NA,"111","438",NA,NA,"100",NA,NA,NA,"5",NA,"Legion","7.0.3"
"9020","Livestock Lochaber Axe","610",NA,"Binds when picked up","Two-Hand","Polearm","628","1167","3.60","249.38",NA,NA,"79","106",NA,NA,"208",NA,NA,"100",NA,"4","40","58",NA,"Legion","7.1.0"
"9021","Pike of Feral Rage","690",NA,"Binds when picked up","Two-Hand","Polearm","1321","2454","3.60","524.36",NA,"292","278",NA,NA,"111","438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9022","Guardian's Oaken Spear","690",NA,"Binds when picked up","Two-Hand","Polearm","1321","2454","3.60","524.36",NA,"292","278",NA,NA,"111","438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9023","Sword of Singing Wind","690",NA,"Binds when picked up","One-Hand","Sword","794","1324","2.60","407.40",NA,"125","48",NA,NA,"119","188",NA,NA,"90",NA,NA,NA,"5",NA,"Legion","7.0.3"
"9024","Frost-Etched Runeblade","690",NA,"Binds when picked up","One-Hand","Sword","794","1324","2.60","407.40",NA,NA,"119",NA,NA,"48","188","125",NA,"90",NA,NA,NA,"5",NA,"Legion","7.0.3"
"9025","Defender's Longsword","690",NA,"Binds when picked up","One-Hand","Sword","794","1324","2.60","407.40",NA,NA,"119",NA,NA,"48","188","125",NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9026","Outlaw's Cutlass","690",NA,"Binds when picked up","One-Hand","Sword","794","1324","2.60","407.40",NA,"125",NA,"119",NA,"48","188",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9027","Unholy Runeblade","690",NA,"Binds when picked up","Two-Hand","Sword","1415","2360","3.60","524.41",NA,NA,NA,"278",NA,"111","438","292",NA,"85",NA,NA,NA,"5",NA,"Legion","7.0.3"
"9028","Bloodcaked Runeblade","690",NA,"Binds when picked up","Two-Hand","Sword","1415","2360","3.60","524.41",NA,NA,NA,"278",NA,"111","438","292",NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9029","Brewmasher's Staff","690",NA,"Binds when picked up","Two-Hand","Staff","1604","2171","3.60","524.38",NA,"292","278",NA,NA,"111","438",NA,NA,"100",NA,NA,NA,"5",NA,"Legion","7.0.3"
"9030","Staff of Astral Alignment","690",NA,"Binds when picked up","Two-Hand","Staff","802","1085","3.60","262.12",NA,NA,NA,"278","1,884","111","438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9031","Restorative Ashwood Staff","690",NA,"Binds when picked up","Two-Hand","Staff","802","1085","3.60","262.12",NA,NA,"111","278","1,884",NA,"438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9032","Protector's Axe","690",NA,"Binds when picked up","One-Hand","Axe","688","1430","2.60","407.41",NA,NA,"119",NA,NA,"48","188","125",NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9033","Staff of Inner Flame","690",NA,"Binds when picked up","Two-Hand","Staff","802","1085","3.60","262.12",NA,NA,NA,"278","1,884","111","438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9034","Staff of the Jade Mist","690",NA,"Binds when picked up","Two-Hand","Staff","802","1085","3.60","262.12",NA,NA,"111","278","1,884",NA,"438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9035","Staff of Dual Convictions","690",NA,"Binds when picked up","Two-Hand","Staff","1604","2171","3.60","524.38",NA,NA,"111","278","1,884",NA,"438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9036","Staff of Radiance","690",NA,"Binds when picked up","Two-Hand","Staff","802","1085","3.60","262.12",NA,NA,"111","278","1,884",NA,"438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9037","Whispering Staff of the Void","690",NA,"Binds when picked up","Two-Hand","Staff","802","1085","3.60","262.12",NA,NA,NA,"278","1,884","111","438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9038","Destructive Spellstaff","690",NA,"Binds when picked up","Two-Hand","Staff","1604","2171","3.60","524.38",NA,NA,"111","278","1,884",NA,"438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9039","Demonologist's Staff","690",NA,"Binds when picked up","Two-Hand","Staff","802","1085","3.60","262.12",NA,NA,"111","278","1,884",NA,"438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9040","Staff of Arcane Power","690",NA,"Binds when picked up","Two-Hand","Staff","1604","2171","3.60","524.38",NA,NA,"111","278","1,884",NA,"438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9041","Staff of Swelling Agony","690",NA,"Binds when picked up","Two-Hand","Staff","802","1085","3.60","262.12",NA,NA,"111","278","1,884",NA,"438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9042","Stormshaper's Claws","690",NA,"Binds when picked up","One-Hand","Fist Weapon","436","622","2.60","203.65",NA,NA,NA,"48","1,718","119","188",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9043","Talons of Totemic Might","690",NA,"Binds when picked up","One-Hand","Fist Weapon","873","1245","2.60","407.49",NA,"125","48",NA,NA,"119","188",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9044","Earthmender's Talons","690",NA,"Binds when picked up","One-Hand","Fist Weapon","436","622","2.60","203.65",NA,NA,NA,"48","1,718","119","188",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9045","Duskfall Daggers","690",NA,"Binds when picked up","One-Hand","Dagger","550","917","1.80","407.51",NA,"125",NA,"119",NA,"48","188",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9046","Assassin's Serrated Dagger","690",NA,"Binds when picked up","One-Hand","Dagger","550","917","1.80","407.51",NA,"125","48","119",NA,NA,"188",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9047","Greataxe of Fury","690",NA,"Binds when picked up","Two-Hand","Axe","1226","2548","3.60","524.31",NA,NA,"278",NA,NA,"111","438","292",NA,"100",NA,NA,NA,"5",NA,"Legion","7.0.3"
"9048","Frostcore Staff","690",NA,"Binds when picked up","Two-Hand","Staff","1604","2171","3.60","524.38",NA,NA,"111","278","1,884",NA,"438",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.0.3"
"9049","Seasoned Decapitator","605",NA,"Binds when picked up","Two-Hand","Axe","557","1157","3.60","238.07",NA,NA,NA,NA,NA,NA,"199","133",NA,"85",NA,"37","27","96",NA,"Legion","7.0.3"
"9050","Seasoned Gavel","605",NA,"Binds when picked up","One-Hand","Mace","210","271","2.60","92.58",NA,NA,NA,NA,"780",NA,"85",NA,NA,"75",NA,"29","7","78",NA,"Legion","7.0.3"
"9051","Seasoned Pike","605",NA,"Binds when picked up","Two-Hand","Polearm","599","1114","3.60","238.05",NA,"133",NA,NA,NA,NA,"199",NA,NA,"85",NA,"34","46","9",NA,"Legion","7.0.3"
"9052","Seasoned Quickblade","605",NA,"Binds when picked up","One-Hand","Sword","360","601","2.60","184.95",NA,"57",NA,NA,NA,NA,"85",NA,NA,"90",NA,"27","67","57",NA,"Legion","7.0.3"
"9053","Seasoned Staff","605",NA,"Binds when picked up","Two-Hand","Staff","364","493","3.60","119.07",NA,NA,NA,NA,"855",NA,"199",NA,NA,"85",NA,"36","48","10",NA,"Legion","7.0.3"
"9054","Seasoned Ripper","605",NA,"Binds when picked up","One-Hand","Fist Weapon","396","565","2.60","184.96",NA,"57",NA,NA,NA,NA,"85",NA,NA,"65",NA,"30","24","87",NA,"Legion","7.0.3"
"9055","Seasoned Shanker","605",NA,"Binds when picked up","One-Hand","Dagger","249","416","1.80","184.93",NA,"57",NA,NA,NA,NA,"85",NA,NA,"55",NA,"30","14","46",NA,"Legion","7.0.3"
"9056","Seasoned Crossbow","605",NA,"Binds when picked up","Ranged","Crossbow","571","857","3.00","238.07",NA,"133",NA,NA,NA,NA,"199",NA,NA,"100",NA,"27","83","27",NA,"Legion","7.0.3"
"9057","Seasoned Hacker","605",NA,"Binds when picked up","One-Hand","Axe","312","649","2.60","184.93",NA,NA,NA,NA,NA,NA,"85","57",NA,"90",NA,"28","64","99",NA,"Legion","7.0.3"
"9058","Seasoned Pummeler","605",NA,"Binds when picked up","One-Hand","Mace","420","541","2.60","184.97",NA,"57",NA,NA,NA,NA,"85",NA,NA,"90",NA,"30","35","56",NA,"Legion","7.0.3"
"9059","Frostcore Staff","600",NA,"Binds when picked up","Two-Hand","Staff","693","939","3.60","226.78",NA,NA,"48","120","815",NA,"189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9060","Greataxe of Fury","600",NA,"Binds when picked up","Two-Hand","Axe","530","1102","3.60","226.75",NA,NA,"120",NA,NA,"48","189","126",NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9061","Marksman's Recurve Bow","600",NA,"Binds when picked up","Ranged","Gun","476","884","3.00","226.70",NA,"126","96","72",NA,NA,"189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9062","Justicar's Hammer","600",NA,"Binds when picked up","One-Hand","Mace","200","258","2.60","88.16",NA,NA,NA,"31","744",NA,"81",NA,"41",NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9063","Necromedes, the Death Resonator","600",NA,"Binds when picked up","Two-Hand","Mace","714","918","3.60","226.70",NA,NA,"91","77",NA,NA,"189",NA,NA,"120",NA,"58","97","58",NA,"Legion","7.2.5"
"9064","Warhammer of Retribution","600",NA,"Binds when picked up","Two-Hand","Mace","714","918","3.60","226.70",NA,NA,"120",NA,NA,"48","189","126",NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9065","Pike of Feral Rage","600",NA,"Binds when picked up","Two-Hand","Polearm","571","1061","3.60","226.72",NA,"126","120",NA,NA,"48","189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9066","Guardian's Oaken Spear","600",NA,"Binds when picked up","Two-Hand","Polearm","571","1061","3.60","226.72",NA,"126","120",NA,NA,"48","189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9067","Survivalist's Hunting Spear","600",NA,"Binds when picked up","Two-Hand","Polearm","571","1061","3.60","226.72",NA,"126","120",NA,NA,"48","189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9068","The Horseman's Sinister Slicer","600",NA,"Binds when picked up","One-Hand","Sword","343","573","2.60","176.26",NA,"36","36","36",NA,NA,"102",NA,NA,"110",NA,"45","62","64",NA,"Warlords of Draenor","6.0.1"
"9069","Sword of Singing Wind","600",NA,"Binds when picked up","One-Hand","Sword","343","573","2.60","176.26",NA,"54","31",NA,NA,NA,"81",NA,"41",NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9070","Defender's Longsword","600",NA,"Binds when picked up","One-Hand","Sword","343","573","2.60","176.26",NA,NA,"41",NA,NA,NA,"81","54","31",NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9071","Outlaw's Cutlass","600",NA,"Binds when picked up","One-Hand","Sword","343","573","2.60","176.26",NA,"54",NA,"41",NA,NA,"81",NA,"31",NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9072","Frost-Etched Runeblade","600",NA,"Binds when picked up","One-Hand","Sword","343","573","2.60","176.26",NA,NA,"41",NA,NA,NA,"81","54","31",NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9073","Armsmaster's Greataxe","600",NA,"Binds when picked up","Two-Hand","Axe","530","1102","3.60","226.75",NA,NA,"120",NA,NA,"48","189","126",NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9074","Bloodcaked Runeblade","600",NA,"Binds when picked up","Two-Hand","Sword","612","1020","3.60","226.70",NA,NA,NA,"120",NA,"48","189","126",NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9075","Illidari Warglaive","600",NA,"Binds when picked up","One-Hand","Warglaive","355","561","2.60","176.16",NA,"54","41",NA,NA,NA,"81",NA,"31",NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9076","Frostscythe of Lord Ahune","600",NA,"Binds when picked up","Two-Hand","Staff","346","469","3.60","113.32",NA,NA,"81","81","689",NA,"274",NA,NA,"120",NA,"56","39","86",NA,"Warlords of Draenor","6.0.1"
"9077","Staff of Astral Alignment","600",NA,"Binds when picked up","Two-Hand","Staff","346","469","3.60","113.32",NA,NA,NA,"120","815","48","189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9078","Restorative Ashwood Staff","600",NA,"Binds when picked up","Two-Hand","Staff","346","469","3.60","113.32",NA,NA,"48","120","815",NA,"189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9079","Packmaster's Rifle","600",NA,"Binds when picked up","Ranged","Gun","476","884","3.00","226.70",NA,"126","96","72",NA,NA,"189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9080","Staff of Inner Flame","600",NA,"Binds when picked up","Two-Hand","Staff","346","469","3.60","113.32",NA,NA,NA,"120","815","48","189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9081","Brewmasher's Staff","600",NA,"Binds when picked up","Two-Hand","Staff","693","939","3.60","226.78",NA,"126","120",NA,NA,"48","189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9082","Staff of the Jade Mist","600",NA,"Binds when picked up","Two-Hand","Staff","346","469","3.60","113.32",NA,NA,"48","120","815",NA,"189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9083","Staff of Dual Convictions","600",NA,"Binds when picked up","Two-Hand","Staff","693","939","3.60","226.78",NA,NA,"48","120","815",NA,"189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9084","Staff of Radiance","600",NA,"Binds when picked up","Two-Hand","Staff","346","469","3.60","113.32",NA,NA,"48","120","815",NA,"189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9085","Whispering Staff of the Void","600",NA,"Binds when picked up","Two-Hand","Staff","346","469","3.60","113.32",NA,NA,NA,"120","815","48","189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9086","Destructive Spellstaff","600",NA,"Binds when picked up","Two-Hand","Staff","693","939","3.60","226.78",NA,NA,"48","120","815",NA,"189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9087","Demonologist's Staff","600",NA,"Binds when picked up","Two-Hand","Staff","346","469","3.60","113.32",NA,NA,"48","120","815",NA,"189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9088","Staff of Arcane Power","600",NA,"Binds when picked up","Two-Hand","Staff","693","939","3.60","226.78",NA,NA,"48","120","815",NA,"189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9089","Staff of Swelling Agony","600",NA,"Binds when picked up","Two-Hand","Staff","346","469","3.60","113.32",NA,NA,"48","120","815",NA,"189",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9090","Stormshaper's Claws","600",NA,"Binds when picked up","One-Hand","Fist Weapon","188","269","2.60","88.07",NA,NA,NA,"31","744",NA,"81",NA,"41",NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9091","Talons of Totemic Might","600",NA,"Binds when picked up","One-Hand","Fist Weapon","377","538","2.60","176.14",NA,"54","31",NA,NA,NA,"81",NA,"41",NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9092","Earthmender's Talons","600",NA,"Binds when picked up","One-Hand","Fist Weapon","188","269","2.60","88.07",NA,NA,NA,"31","744",NA,"81",NA,"41",NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9093","Direbrew's Bloodied Shanker","600",NA,"Binds when picked up","One-Hand","Dagger","237","396","1.80","176.07",NA,"54","39","32",NA,NA,"81",NA,NA,"80",NA,"45","95","26",NA,"Warlords of Draenor","6.0.1"
"9094","Duskfall Daggers","600",NA,"Binds when picked up","One-Hand","Dagger","237","396","1.80","176.07",NA,"54",NA,"41",NA,NA,"81",NA,"31",NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9095","Assassin's Serrated Dagger","600",NA,"Binds when picked up","One-Hand","Dagger","237","396","1.80","176.07",NA,"54","31","41",NA,NA,"81",NA,NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9096","Protector's Axe","600",NA,"Binds when picked up","One-Hand","Axe","297","618","2.60","176.11",NA,NA,"41",NA,NA,NA,"81","54","31",NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9097","Unholy Runeblade","600",NA,"Binds when picked up","Two-Hand","Sword","612","1020","3.60","226.70",NA,NA,NA,"120",NA,"48","189","126",NA,NA,NA,NA,NA,"5",NA,"Legion","7.2.5"
"9098","Forester's Axe","530",NA,NA,"One-Hand","Axe","155","322","2.60","91.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","80","20",NA,"Warlords of Draenor","6.0.1"
"9099","Covert Hatchet","463",NA,"Binds when picked up","One-Hand","Axe","41","86","2.60","24.53",NA,NA,NA,NA,"209",NA,"23",NA,NA,NA,NA,"21","9","35",NA,"Legion","7.0.3"
"9100","Covert Hacker","463",NA,"Binds when picked up","One-Hand","Axe","83","173","2.60","49.25",NA,NA,NA,NA,NA,NA,"23","15",NA,NA,NA,"21","9","15",NA,"Legion","7.0.3"
"9101","Covert Rifle","463",NA,"Binds when picked up","Ranged","Gun","132","247","3.00","63.32",NA,"35",NA,NA,NA,NA,"53",NA,NA,"100",NA,"25","12","31",NA,"Legion","7.0.3"
"9102","Covert Gavel","463",NA,"Binds when picked up","One-Hand","Mace","55","72","2.60","24.61",NA,NA,NA,NA,"209",NA,"23",NA,NA,"75",NA,"21","16","94",NA,"Legion","7.0.3"
"9103","Covert Pike","463",NA,"Binds when picked up","Two-Hand","Polearm","159","296","3.60","63.27",NA,"35",NA,NA,NA,NA,"53",NA,NA,"85",NA,"25","21","54",NA,"Legion","7.0.3"
"9104","Covert Mageblade","463",NA,"Binds when picked up","One-Hand","Sword","47","80","2.60","24.61",NA,NA,NA,NA,"209",NA,"23",NA,NA,"75",NA,"21","31","92",NA,"Legion","7.0.3"
"9105","Covert Greatsword","463",NA,"Binds when picked up","Two-Hand","Sword","170","285","3.60","63.32",NA,NA,NA,NA,NA,NA,"53","35",NA,"85",NA,"24","83","84",NA,"Legion","7.0.3"
"9106","Covert Shanker","463",NA,"Binds when picked up","One-Hand","Dagger","66","111","1.80","49.28",NA,"15",NA,NA,NA,NA,"23",NA,NA,NA,NA,"20","2","25",NA,"Legion","7.0.3"
"9107","Covert Cleaver","463",NA,"Binds when picked up","One-Hand","Axe","83","173","2.60","49.25",NA,"15",NA,NA,NA,NA,"23",NA,NA,"75",NA,"19","94","66",NA,"Legion","7.0.3"
"9108","Scorching Hacker","333",NA,"Binds when picked up","One-Hand","Axe","67","140","2.60","39.90",NA,NA,NA,NA,NA,NA,"18","12",NA,NA,NA,"14","75","58",NA,"Legion","7.0.3"
"9109","Scorching Longbow","333",NA,"Binds when picked up","Ranged","Bow","131","177","3.00","51.34",NA,"28",NA,NA,NA,NA,"43",NA,NA,NA,NA,"19","49","99",NA,"Legion","7.0.3"
"9110","Scorching Gavel","333",NA,"Binds when picked up","One-Hand","Mace","45","58","2.60","19.89",NA,NA,NA,NA,"166",NA,"18",NA,NA,NA,NA,"15","3","77",NA,"Legion","7.0.3"
"9111","Scorching Pike","333",NA,"Binds when picked up","Two-Hand","Polearm","129","240","3.60","51.32",NA,"28",NA,NA,NA,NA,"43",NA,NA,NA,NA,"18","37","81",NA,"Legion","7.0.3"
"9112","Scorching Quickblade","333",NA,"Binds when picked up","One-Hand","Sword","77","130","2.60","39.97",NA,"12",NA,NA,NA,NA,"18",NA,NA,"75",NA,"14","75","89",NA,"Legion","7.0.3"
"9113","Scorching Greatsword","333",NA,"Binds when picked up","Two-Hand","Sword","138","231","3.60","51.35",NA,NA,NA,NA,NA,NA,"43","28",NA,"100",NA,"19","36","8",NA,"Legion","7.0.3"
"9114","Scorching Staff","333",NA,"Binds when picked up","Two-Hand","Staff","78","106","3.60","25.64",NA,NA,NA,NA,"183",NA,"43",NA,NA,"85",NA,"18","86","76",NA,"Legion","7.0.3"
"9115","Scorching Shanker","333",NA,"Binds when picked up","One-Hand","Dagger","53","90","1.80","39.97",NA,"12",NA,NA,NA,NA,"18",NA,NA,NA,NA,"14","59","13",NA,"Legion","7.0.3"
"9116","Scorching Cleaver","333",NA,"Binds when picked up","One-Hand","Axe","67","140","2.60","39.90",NA,"12",NA,NA,NA,NA,"18",NA,NA,NA,NA,"15","54","35",NA,"Legion","7.0.3"
"9117","Scorching Pummeler","333",NA,"Binds when picked up","One-Hand","Mace","90","117","2.60","39.97",NA,"12",NA,NA,NA,NA,"18",NA,NA,"75",NA,"14","64","61",NA,"Legion","7.0.3"
"9118","Garona's Spare Star","318",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,"6","93","65",NA,"Cataclysm","4.0.3"
"9119","Winged Axe","318",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,"6","93","65",NA,"Cataclysm","4.0.3"
"9120","Rigid Colossus Fragment","305",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,"6","32","61",NA,"Cataclysm","4.0.3"
"9121","Tiger Lord's Razor Claws","282",NA,"Binds when picked up","One-Hand","Fist Weapon","82","117","2.60","38.36",NA,"12",NA,"6",NA,"9","17",NA,NA,"65",NA,"16","13","94",NA,"Mists of Pandaria","5.0.3"
"9122","Tiger Lord's Bladed Claws","282",NA,"Binds when picked up","One-Hand","Fist Weapon","82","117","2.60","38.36",NA,"12",NA,"4",NA,"8","17",NA,NA,"65",NA,"16","19","79",NA,"Mists of Pandaria","5.0.3"
"9123","Firetail Dart","272",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,"5","96","83",NA,"Cataclysm","4.0.3"
"9124","Beak of the Merciless One","272",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,"5","96","83",NA,"Cataclysm","4.0.3"
"9125","Beak of the Merciless One","272",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,"5","96","83",NA,"Cataclysm","4.0.3"
"9126","Edge of Oblivion","200",NA,"Binds when picked up","Two-Hand","Axe","115","240","3.60","49.39",NA,NA,NA,"36",NA,NA,"41","27",NA,"100",NA,"14","60",NA,NA,"Warlords of Draenor","6.2.0"
"9127","Ice-Rimed Chopper","200",NA,"Binds when picked up","Two-Hand","Axe","115","240","3.60","49.39",NA,NA,"17","19",NA,NA,"41","27",NA,"100",NA,"14","97","90",NA,"Warlords of Draenor","6.2.0"
"9128","Titanium Compound Bow","200",NA,"Binds when picked up","Ranged","Bow","126","170","3.00","49.34",NA,"27",NA,NA,NA,NA,"41",NA,"36","100",NA,"14","92","60",NA,"Warlords of Draenor","6.2.0"
"9129","War Mace of Unrequited Love","200",NA,"Binds when picked up","One-Hand","Mace","43","56","2.60","19.17",NA,NA,"15",NA,"159",NA,"17",NA,NA,"90",NA,"12","37","73",NA,"Warlords of Draenor","6.2.0"
"9130","Red Sword of Courage","200",NA,"Binds when picked up","One-Hand","Sword","74","125","2.60","38.44",NA,NA,"7",NA,NA,NA,"17","12","8","90",NA,"12","11","66",NA,"Warlords of Draenor","6.2.0"
"9131","Staff of Wayward Principles","200",NA,"Binds when picked up","Two-Hand","Staff","75","102","3.60","24.67",NA,NA,NA,"17","177",NA,"41",NA,"19","100",NA,"14","81","98",NA,"Warlords of Draenor","6.2.0"
"9132","Lightning Giant Staff","200",NA,"Binds when picked up","Two-Hand","Staff","151","205","3.60","49.47",NA,"27","36",NA,NA,NA,"41",NA,NA,"100",NA,"15","8","97",NA,"Warlords of Draenor","6.2.0"
"9133","Staff of Sinister Claws","200",NA,"Binds when picked up","Two-Hand","Staff","75","102","3.60","24.67",NA,NA,"19","17","177",NA,"41",NA,NA,"100",NA,"19","26","18",NA,"Warlords of Draenor","6.2.0"
"9134","Fist of the Deity","200",NA,"Binds when picked up","One-Hand","Fist Weapon","82","117","2.60","38.34",NA,NA,"8","7",NA,NA,"17",NA,NA,"65",NA,"11","50","42",NA,"Warlords of Draenor","6.2.0"
"9135","Netherbreath Spellblade","200",NA,"Binds when picked up","One-Hand","Dagger","25","43","1.80","19.14",NA,NA,"7",NA,"159",NA,"17",NA,"8","65",NA,"11","76","97",NA,"Warlords of Draenor","6.2.0"
"9136","Librarian's Paper Cutter","200",NA,"Binds when picked up","One-Hand","Dagger","51","86","1.80","38.29",NA,"12","8","7",NA,NA,"17",NA,NA,"65",NA,"11","54","90",NA,"Warlords of Draenor","6.2.0"
"9137","Amanitar Skullbow","200",NA,"Binds when picked up","Ranged","Crossbow","118","178","3.00","49.43",NA,"27",NA,"36",NA,NA,"41",NA,NA,"100",NA,"11","3","98",NA,"Warlords of Draenor","6.2.0"
"9138","Wand of Sseratus","200",NA,"Binds when picked up","Ranged","Wand","28","48","2.00","19.20",NA,NA,NA,"15","159",NA,"17",NA,NA,"90",NA,"14","11","3",NA,"Warlords of Draenor","6.2.0"
"9139","Wand of Ahn'kahet","200",NA,"Binds when picked up","Ranged","Wand","28","48","2.00","19.20",NA,NA,NA,"15","159",NA,"17",NA,NA,"90",NA,"15","14","28",NA,"Warlords of Draenor","6.2.0"
"9140","Colossal Skull-Clad Cleaver","200",NA,"Binds when picked up","Two-Hand","Axe","115","240","3.60","49.39",NA,NA,NA,"36",NA,NA,"41","27",NA,"100",NA,"15","30","50",NA,"Warlords of Draenor","6.2.0"
